
1JRQEuOcxEnz1mYoJCDJiu_HLLCF4cIHe,PHOTO-2025-07-01-14-36-37.jpg,Ecommers_Data/PHOTO-2025-07-01-14-36-37.jpg,https://drive.google.com/uc?id=1JRQEuOcxEnz1mYoJCDJiu_HLLCF4cIHe
1SZuKqVB6yrV_eLYRXdbOdYkN_nA5L1Dt,PHOTO-2025-07-01-14-36-36.jpg,Ecommers_Data/PHOTO-2025-07-01-14-36-36.jpg,https://drive.google.com/uc?id=1SZuKqVB6yrV_eLYRXdbOdYkN_nA5L1Dt
1kmhU-tpaTjMGmXzIjJ0lBpevMUanmD0E,PHOTO-2025-07-01-14-36-36.jpg,Ecommers_Data/PHOTO-2025-07-01-14-36-36.jpg,https://drive.google.com/uc?id=1kmhU-tpaTjMGmXzIjJ0lBpevMUanmD0E
1rU7pdxao9Gug6Bmj2PAi99n6dCRZXMxb,PHOTO-2025-07-01-14-36-38.jpg,Ecommers_Data/PHOTO-2025-07-01-14-36-38.jpg,https://drive.google.com/uc?id=1rU7pdxao9Gug6Bmj2PAi99n6dCRZXMxb
1P8ZEdQ4k3ZsR6K2D1OfL0S8s4nu76KPH,PHOTO-2025-07-01-14-36-38.jpg,Ecommers_Data/PHOTO-2025-07-01-14-36-38.jpg,https://drive.google.com/uc?id=1P8ZEdQ4k3ZsR6K2D1OfL0S8s4nu76KPH
15wnJjkXsMpjQgq3GW6LxUQUZL8LGYbW5,PHOTO-2025-07-01-14-36-36.jpg,Ecommers_Data/PHOTO-2025-07-01-14-36-36.jpg,https://drive.google.com/uc?id=15wnJjkXsMpjQgq3GW6LxUQUZL8LGYbW5
1ZVwaMs6g2LesmN5pIsJk0GYN4UXZV4fU,PHOTO-2025-07-01-14-36-37.jpg,Ecommers_Data/PHOTO-2025-07-01-14-36-37.jpg,https://drive.google.com/uc?id=1ZVwaMs6g2LesmN5pIsJk0GYN4UXZV4fU
1Ffw_307z2xTeFgFf19eT-BjBZp8kKWn7,PHOTO-2025-05-24-13-30-30.jpg,Ecommers_Data/Ketten/Schmuck/PHOTO-2025-05-24-13-30-30.jpg,https://drive.google.com/uc?id=1Ffw_307z2xTeFgFf19eT-BjBZp8kKWn7
1bGmvHWahzOu8gKqbB0LKAMXM6KwOBUuE,PHOTO-2025-05-24-13-30-29.jpg,Ecommers_Data/Ketten/Schmuck/PHOTO-2025-05-24-13-30-29.jpg,https://drive.google.com/uc?id=1bGmvHWahzOu8gKqbB0LKAMXM6KwOBUuE
1oZJ95YJDUS35jvItXb-PlAOWs7_0QibE,PHOTO-2025-05-24-13-30-28.jpg,Ecommers_Data/Ketten/Schmuck/PHOTO-2025-05-24-13-30-28.jpg,https://drive.google.com/uc?id=1oZJ95YJDUS35jvItXb-PlAOWs7_0QibE
